PUBCHEM_SID,hERG inhibition (%) at 1uM,hERG inhibition (%) at 10uM,SMILES_unique_largest_fragment,SMILES_Original
57255685,6.78219999999999,-4.62022,Cc1onc(c1C(=O)OCC(=O)Nc1ccccc1C)-c1ccccc1,CC1=C(C(=O)OCC(=O)NC2=CC=CC=C2C)C(=NO1)C1=CC=CC=C1
57255684,8.83479999999999,-4.46442,CC(NC(=O)COC(=O)\C=C\c1ccc(C)o1)c1ccccc1,CC(NC(=O)COC(=O)\C=C\C1=CC=C(C)O1)C1=CC=CC=C1
57255683,-1.78230000000001,-6.14662,Cc1onc(c1C(=O)OCC(=O)Nc1ccc(C)cc1)-c1ccccc1,CC1=C(C(=O)OCC(=O)NC2=CC=C(C)C=C2)C(=NO1)C1=CC=CC=C1
57255682,6.2569,-4.79642,Cc1cc(C(=O)COC(=O)c2ccc(O)cc2O)c(C)n1-c1ccccc1,CC1=CC(C(=O)COC(=O)C2=C(O)C=C(O)C=C2)=C(C)N1C1=CC=CC=C1
57255681,4.7245,-5.53282,CCCCn1c(N)c(N(CCC(C)C)C(=O)COC(=O)c2sccc2C)c(=O)[nH]c1=O,CCCCN1C(=O)NC(=O)C(N(CCC(C)C)C(=O)COC(=O)C2=C(C)C=CS2)=C1N
57255680,-12.6559,-27.17252,C[C@H](NC(=O)c1ccccc1)C(=O)OCC(=O)c1c[nH]c2ccccc12,C[C@H](NC(=O)C1=CC=CC=C1)C(=O)OCC(=O)C1=CNC2=CC=CC=C12
57255679,-3.36300000000001,-7.45832,Brc1ccc(cc1)C(=O)OCC(=O)NC(=O)NCc1ccccc1,BrC1=CC=C(C=C1)C(=O)OCC(=O)NC(=O)NCC1=CC=CC=C1
57255677,13.9977,6.96748,CN(C1CCCCC1)S(=O)(=O)c1cccc(c1)C(=O)Nc1ccc(NC(C)=O)cc1,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC(=C1)C(=O)NC1=CC=C(NC(C)=O)C=C1
57255676,4.1196,-1.17282,NC(=O)c1ccc(NC(=O)COC(=O)c2ccc3OCOc3c2)cc1,NC(=O)C1=CC=C(NC(=O)COC(=O)C2=CC3=C(OCO3)C=C2)C=C1
57255675,10.8571,15.44368,COc1cccc(NC(=O)COC(=O)c2cc(=O)c3ccccc3o2)c1,COC1=CC=CC(NC(=O)COC(=O)C2=CC(=O)C3=CC=CC=C3O2)=C1
57255674,11.2924,13.89378,O=C(COC(=O)c1ccc2ccccc2n1)NC1CCCCC1,O=C(COC(=O)C1=NC2=CC=CC=C2C=C1)NC1CCCCC1
57255673,8.4997,-5.66442,COc1ccc(CNC(=O)COC(=O)c2ccc(OCC3CCCO3)cc2)cc1,COC1=CC=C(CNC(=O)COC(=O)C2=CC=C(OCC3CCCO3)C=C2)C=C1
57255672,9.77849999999999,9.77218,CC1CCCC(NC(=O)COC(=O)c2cc(ccc2F)S(=O)(=O)N2CCOCC2)C1C,CC1CCCC(NC(=O)COC(=O)C2=C(F)C=CC(=C2)S(=O)(=O)N2CCOCC2)C1C
57255671,7.0217,-20.59422,Clc1ccc(cc1NC(=O)COC(=O)c1ccncc1)S(=O)(=O)N1CCOCC1,ClC1=C(NC(=O)COC(=O)C2=CC=NC=C2)C=C(C=C1)S(=O)(=O)N1CCOCC1
57255670,7.5038,1.54938,O=C(COC(=O)CCC(=O)c1cccs1)NC1CCCCC1,O=C(COC(=O)CCC(=O)C1=CC=CS1)NC1CCCCC1
57255669,13.7357,14.94738,Clc1cc(cnc1Cl)C(=O)OCC(=O)NC1CCCCCC1,ClC1=C(Cl)N=CC(=C1)C(=O)OCC(=O)NC1CCCCCC1
57255668,15.3606,16.49508,COc1ccc(cc1OC)C(=O)OCC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,COC1=C(OC)C=C(C=C1)C(=O)OCC(=O)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1
57255667,11.9132,5.40188,Cc1ccc(cc1NC(=O)COC(=O)c1cnccn1)S(=O)(=O)N1CCOCC1,CC1=C(NC(=O)COC(=O)C2=NC=CN=C2)C=C(C=C1)S(=O)(=O)N1CCOCC1
57255665,-12.4053,-41.14142,Cc1cc(C)cc(NC(=O)COC(=O)Cn2cnc3n(C)c(=O)n(C)c(=O)c23)c1,CN1C2=C(N(CC(=O)OCC(=O)NC3=CC(C)=CC(C)=C3)C=N2)C(=O)N(C)C1=O
57255663,17.1457,12.85758,COc1cc(CC(=O)OCC(=O)NC2CCCC2)cc(OC)c1OC,COC1=CC(CC(=O)OCC(=O)NC2CCCC2)=CC(OC)=C1OC
57255662,8.8985,12.61418,CC1CCCCC1NC(=O)COC(=O)c1sccc1C,CC1CCCCC1NC(=O)COC(=O)C1=C(C)C=CS1
57255661,14.0038,3.88118,CCN(C1CCS(=O)(=O)C1)C(=O)CSc1nnc(o1)-c1ccc2OCOc2c1,CCN(C1CCS(=O)(=O)C1)C(=O)CSC1=NN=C(O1)C1=CC2=C(OCO2)C=C1
57255660,15.6498,13.13538,CC(C)C(NC(=O)c1c(F)cccc1F)C(=O)OCN1C(=O)c2ccccc2C1=O,CC(C)C(NC(=O)C1=C(F)C=CC=C1F)C(=O)OCN1C(=O)C2=CC=CC=C2C1=O
57255659,-1.67690000000001,-54.68272,CCOC(=O)N1CCN(CC1)C(=O)c1ccc(Cl)c(NC(=O)c2cccs2)c1,CCOC(=O)N1CCN(CC1)C(=O)C1=CC(NC(=O)C2=CC=CS2)=C(Cl)C=C1
57255656,9.0532,-2.31202,CCOc1cc(\C=C\C(=O)OCC(=O)NCCN2C(=O)CSC2=O)ccc1OCC(C)C,CCOC1=C(OCC(C)C)C=CC(\C=C\C(=O)OCC(=O)NCCN2C(=O)CSC2=O)=C1
57255655,-0.686400000000006,-25.02592,Cc1c(cccc1[N+]([O-])=O)C(=O)OCC(=O)NCCN1C(=O)CSC1=O,CC1=C(C=CC=C1[N+]([O-])=O)C(=O)OCC(=O)NCCN1C(=O)CSC1=O
57255651,1.28279999999999,-5.71962,CC(C)C(NC(=O)c1ccc(cc1)C(C)(C)C)C(=O)N1CCC(CC1)C(N)=O,CC(C)C(NC(=O)C1=CC=C(C=C1)C(C)(C)C)C(=O)N1CCC(CC1)C(N)=O
57255649,18.065,13.38068,COc1ccc(cc1COC(=O)c1ccc2OCCOc2c1)C(C)=O,COC1=C(COC(=O)C2=CC3=C(OCCO3)C=C2)C=C(C=C1)C(C)=O
57255648,-4.20820000000001,-29.28922,COc1ccc(cc1)C(CNC(=O)COc1ccccc1)N1CCCCC1,COC1=CC=C(C=C1)C(CNC(=O)COC1=CC=CC=C1)N1CCCCC1
57255646,10.5563,6.03878,CC(=O)Nc1ccc(NC(=O)CSc2nc3sc(C)c(C)c3c(=O)n2CC=C)cc1,CC(=O)NC1=CC=C(NC(=O)CSC2=NC3=C(C(C)=C(C)S3)C(=O)N2CC=C)C=C1
57255645,7.8985,-0.740319999999997,CC1CC1C(=O)N(C)CC(=O)Nc1c(C)cccc1C,CC1CC1C(=O)N(C)CC(=O)NC1=C(C)C=CC=C1C
57255643,1.42369999999999,-4.78492,COc1ccc(NC(=O)CSc2n[nH]c(n2)-c2ccccc2)cc1S(N)(=O)=O,COC1=C(C=C(NC(=O)CSC2=NNC(=N2)C2=CC=CC=C2)C=C1)S(N)(=O)=O
57255642,11.2279,5.71898,CN(CC(=O)Nc1ccc(C)cc1)C(=O)c1cccc(c1)S(=O)(=O)N1CCCC1,CN(CC(=O)NC1=CC=C(C)C=C1)C(=O)C1=CC(=CC=C1)S(=O)(=O)N1CCCC1
57255641,2.92029999999999,-0.484119999999997,COc1ccc(NC(=O)CSc2nnc(C)s2)cc1S(=O)(=O)N1CCOCC1,COC1=C(C=C(NC(=O)CSC2=NN=C(C)S2)C=C1)S(=O)(=O)N1CCOCC1
57255639,3.6942,-4.11002,COc1ccc(NC(=O)COC(=O)c2cc(=O)c3ccccc3o2)cc1OC,COC1=C(OC)C=C(NC(=O)COC(=O)C2=CC(=O)C3=CC=CC=C3O2)C=C1
57255638,7.99339999999999,-7.40172,Fc1ccccc1C(=O)NCC(=O)OCn1nnc2ccccc2c1=O,FC1=CC=CC=C1C(=O)NCC(=O)OCN1N=NC2=CC=CC=C2C1=O
57255637,19.40903,8.88478,Cc1ccc(NC(=O)COC(=O)c2ccc(cc2)S(=O)(=O)N2CCCCC2)cc1,CC1=CC=C(NC(=O)COC(=O)C2=CC=C(C=C2)S(=O)(=O)N2CCCCC2)C=C1
57255636,5.87589999999999,4.60278,Oc1ccc(Cl)cc1C(=O)OCC(=O)NC(=O)NCc1ccccc1,OC1=C(C=C(Cl)C=C1)C(=O)OCC(=O)NC(=O)NCC1=CC=CC=C1
57255635,7.476,-4.25772,Brc1cccc(\C=C\C(=O)OCC(=O)NC2CCCCCC2)c1,BrC1=CC=CC(\C=C\C(=O)OCC(=O)NC2CCCCCC2)=C1
57255633,4.74319999999999,13.76608,COc1ccc(cc1NC(=O)c1ccncc1)S(=O)(=O)N1CCOCC1,COC1=C(NC(=O)C2=CC=NC=C2)C=C(C=C1)S(=O)(=O)N1CCOCC1
57255632,5.9716,15.60978,Cc1cc(C)n(CC(=O)NNC(=O)COc2ccc(F)cc2Br)n1,CC1=NN(CC(=O)NNC(=O)COC2=C(Br)C=C(F)C=C2)C(C)=C1
57255631,11.0652,4.29608,Nn1c(SCC(=O)NC2CCCCC2)nnc1-c1ccco1,NN1C(SCC(=O)NC2CCCCC2)=NN=C1C1=CC=CO1
57255630,-0.372700000000005,-19.81942,CCN(CC)S(=O)(=O)c1cc(NC(=O)CO\N=C(/N)c2ccccc2Cl)ccc1C,CCN(CC)S(=O)(=O)C1=C(C)C=CC(NC(=O)CO\N=C(/N)C2=CC=CC=C2Cl)=C1
57255628,5.49259999999999,-3.12701999999999,Cc1cc(ccc1[N+]([O-])=O)C(=O)OCC(=O)N1CCCCCC1,CC1=C(C=CC(=C1)C(=O)OCC(=O)N1CCCCCC1)[N+]([O-])=O
57255627,7.9847,10.71758,Cc1cc(C)cc(NC(=O)COC(=O)CCC2CCCC2)c1,CC1=CC(NC(=O)COC(=O)CCC2CCCC2)=CC(C)=C1
57255626,9.579,-2.31732,Clc1ccc(cn1)C(=O)OCC(=O)N1CCCC1,ClC1=NC=C(C=C1)C(=O)OCC(=O)N1CCCC1
57255625,17.6762,13.03438,Cc1ccsc1C(=O)OCC(=O)NC1CCCC1,CC1=C(SC=C1)C(=O)OCC(=O)NC1CCCC1
57255624,10.0816,5.30278,Clc1cc(Cl)c(NC(=O)COC(=O)c2cnccn2)c(Cl)c1,ClC1=CC(Cl)=C(NC(=O)COC(=O)C2=NC=CN=C2)C(Cl)=C1
57255623,7.98499999999999,-6.54242,CN(C)S(=O)(=O)c1ccc(C)c(NC(=O)COC(=O)c2ccc3ccccc3n2)c1,CN(C)S(=O)(=O)C1=CC(NC(=O)COC(=O)C2=NC3=CC=CC=C3C=C2)=C(C)C=C1
57255622,11.0408,11.61118,COc1cc(OC)c(cc1OC)C(=O)OCC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,COC1=CC(OC)=C(OC)C=C1C(=O)OCC(=O)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1
57255621,9.0434,9.89668,Fc1ccc(NC(=O)COC(=O)COc2cccc(Br)c2)c(F)c1,FC1=CC(F)=C(NC(=O)COC(=O)COC2=CC(Br)=CC=C2)C=C1
57255620,11.4488,-2.11272,CCc1ccc(cc1)C(=O)OCC(=O)N1CCCCCC1,CCC1=CC=C(C=C1)C(=O)OCC(=O)N1CCCCCC1
57255618,-0.0536000000000065,4.08208,Clc1cc(cnc1Cl)C(=O)OCC(=O)N1CCOCC1,ClC1=C(Cl)N=CC(=C1)C(=O)OCC(=O)N1CCOCC1
57255617,14.0239,9.42658,Fc1ccc(NC(=O)COC(=O)Cc2ccsc2)c(Cl)c1,FC1=CC(Cl)=C(NC(=O)COC(=O)CC2=CSC=C2)C=C1
57255616,10.0818,5.46668,Cc1ccc(NC(=O)COC(=O)CCC(=O)c2cccs2)c(Br)c1,CC1=CC(Br)=C(NC(=O)COC(=O)CCC(=O)C2=CC=CS2)C=C1
57255615,-0.313300000000005,-4.12582,Cc1ccc(cc1NS(=O)(=O)c1ccc(F)c(F)c1)S(=O)(=O)N1CCOCC1,CC1=C(NS(=O)(=O)C2=CC(F)=C(F)C=C2)C=C(C=C1)S(=O)(=O)N1CCOCC1
57255614,-2.672,1.43308,CC1(C)Cc2cccc(OCC(=O)OCC(=O)c3ccccc3)c2O1,CC1(C)CC2=C(O1)C(OCC(=O)OCC(=O)C1=CC=CC=C1)=CC=C2
57255613,11.4915,26.29438,CC1(CCS(=O)(=O)C1)NC(=O)Nc1cc(ccc1O)[N+]([O-])=O,CC1(CCS(=O)(=O)C1)NC(=O)NC1=C(O)C=CC(=C1)[N+]([O-])=O
57255612,10.518,6.29348,O=C(COC(=O)C1=NNC(=O)CC1)Nc1sccc1C#N,O=C(COC(=O)C1=NNC(=O)CC1)NC1=C(C=CS1)C#N
57255611,1.2332,-12.78672,CCc1ccccc1OCC(=O)NNCC(=O)Nc1cccc(c1)C#N,CCC1=CC=CC=C1OCC(=O)NNCC(=O)NC1=CC=CC(=C1)C#N
57255609,10.6386,12.07538,COc1ccc(C(=O)OCC(=O)Nc2ccc3OCCOc3c2)c(OC)c1,COC1=CC(OC)=C(C=C1)C(=O)OCC(=O)NC1=CC2=C(OCCO2)C=C1
57255608,11.5029,-2.92702,CCOc1cc(\C=N\NC(=O)c2ccccc2OCc2ccc(F)cc2)ccc1O,CCOC1=C(O)C=CC(\C=N\NC(=O)C2=CC=CC=C2OCC2=CC=C(F)C=C2)=C1
57255607,12.0395,13.79868,Cc1sc2ncnc(SCC(=O)N3CCOCC3)c2c1C,CC1=C(C)C2=C(S1)N=CN=C2SCC(=O)N1CCOCC1
57255606,2.4238,1.16458,COc1ccc(cc1OC)C(=O)COC(=O)c1ccc(s1)[N+]([O-])=O,COC1=C(OC)C=C(C=C1)C(=O)COC(=O)C1=CC=C(S1)[N+]([O-])=O
57255603,-18.3134,-50.12962,O=C(COc1ccc(cc1)C#N)N(C1CCS(=O)(=O)C1)C1CCCCC1,O=C(COC1=CC=C(C=C1)C#N)N(C1CCS(=O)(=O)C1)C1CCCCC1
57255602,15.286,4.61778,CC1(CCS(=O)(=O)C1)NC(=O)Cc1c(Cl)cccc1Cl,CC1(CCS(=O)(=O)C1)NC(=O)CC1=C(Cl)C=CC=C1Cl
57255601,8.4222,-9.64862,Cc1ccc(o1)C(=O)NCCOc1ccc(C)cc1,CC1=CC=C(O1)C(=O)NCCOC1=CC=C(C)C=C1
57255600,8.3655,-44.43272,Fc1ccccc1S(=O)(=O)N1CCC(CC1)C(=O)N1CCN(Cc2ccc3OCOc3c2)CC1,FC1=CC=CC=C1S(=O)(=O)N1CCC(CC1)C(=O)N1CCN(CC2=CC3=C(OCO3)C=C2)CC1
57255599,5.9275,-13.39922,CC1CCN(CC1)C(=O)CCNS(=O)(=O)c1ccc(Br)cc1,CC1CCN(CC1)C(=O)CCNS(=O)(=O)C1=CC=C(Br)C=C1
57255598,10.7947,-3.60632,Fc1ccccc1S(=O)(=O)N1CCN(CC1)C1CC(=O)N(C1=O)c1ccccc1Cl,FC1=CC=CC=C1S(=O)(=O)N1CCN(CC1)C1CC(=O)N(C1=O)C1=CC=CC=C1Cl
57255596,5.1338,-13.35222,Fc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccccc2C(F)(F)F)cc1,FC1=CC=C(CNC(=O)C2CCCN2S(=O)(=O)C2=CC=CC=C2C(F)(F)F)C=C1
57255595,2.4606,-21.84012,COCCN(Cc1ccccc1)C(=O)c1ccc(cc1)C(=O)c1ccccc1,COCCN(CC1=CC=CC=C1)C(=O)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1
57255594,11.8791,-2.63052,COc1ccc(cc1)C(=O)NC(C(C)C)C(=O)OCC(=O)Nc1sccc1C(N)=O,COC1=CC=C(C=C1)C(=O)NC(C(C)C)C(=O)OCC(=O)NC1=C(C=CS1)C(N)=O
57255593,14.5261,10.32938,CN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)C1CC1,CN(CC(=O)NC1=CC=CC=C1C(F)(F)F)C(=O)C1CC1
57255592,-0.516900000000007,-31.36042,FC(F)(F)c1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)c1ccncc1,FC(F)(F)C1=CC(=CC=C1)S(=O)(=O)N1CCN(CC1)C(=O)C1=CC=NC=C1
57255591,0.593999999999994,-6.92662,CC(=O)c1cc2OCOc2cc1NC(=O)Cn1cnc2ccccc2c1=O,CC(=O)C1=CC2=C(OCO2)C=C1NC(=O)CN1C=NC2=CC=CC=C2C1=O
57255590,-5.59490000000001,-52.63562,CC(=O)c1ccc(cc1)N1CCN(CC1)C(=O)C1CCN(CC1)S(=O)(=O)c1ccc(F)cc1,CC(=O)C1=CC=C(C=C1)N1CCN(CC1)C(=O)C1CCN(CC1)S(=O)(=O)C1=CC=C(F)C=C1
57255589,14.9373,-2.94482,CCN(C1CCS(=O)(=O)C1)C(=O)COc1cc(OC)ccc1C(C)=O,CCN(C1CCS(=O)(=O)C1)C(=O)COC1=C(C=CC(OC)=C1)C(C)=O
57255588,13.2109,3.63868,FC(F)(F)c1ccc(=O)n(CC(=O)N2CCc3ccccc3C2)c1,FC(F)(F)C1=CN(CC(=O)N2CCC3=CC=CC=C3C2)C(=O)C=C1
57255587,6.3999,-13.53122,CCc1ccc(OC(=O)Cc2ccc(OC)c(c2)S(=O)(=O)N2CCOCC2)cc1,CCC1=CC=C(OC(=O)CC2=CC(=C(OC)C=C2)S(=O)(=O)N2CCOCC2)C=C1
57255586,4.95599999999999,-32.26372,COc1cc(cc(Br)c1OCc1ccccc1)C(=O)NCC1CCCO1,COC1=C(OCC2=CC=CC=C2)C(Br)=CC(=C1)C(=O)NCC1CCCO1
57255585,12.4447,0.549880000000002,CC(C)C(NC(=O)c1ccc(cc1)C(C)(C)C)C(=O)NCc1ccccn1,CC(C)C(NC(=O)C1=CC=C(C=C1)C(C)(C)C)C(=O)NCC1=CC=CC=N1
57255583,9.69599999999999,4.97638,COc1ccc(cc1)N1CCN(CC1)C(=O)CNC(=O)c1ccc2ccccc2c1,COC1=CC=C(C=C1)N1CCN(CC1)C(=O)CNC(=O)C1=CC2=CC=CC=C2C=C1
57255582,15.3047,5.95398,COCCn1c(SCC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)nnc1-c1ccncc1,COCCN1C(SCC(=O)NC2=C(C)N(C)N(C2=O)C2=CC=CC=C2)=NN=C1C1=CC=NC=C1
57255581,7.2446,-1.48612,O=C(CNc1ccccc1C#N)N1CCN(CC1)S(=O)(=O)c1ccccc1,O=C(CNC1=CC=CC=C1C#N)N1CCN(CC1)S(=O)(=O)C1=CC=CC=C1
57255580,1.67149999999999,-1.79002,CC(=O)c1sc(NC(=O)c2ccc(o2)-c2ccc(cc2)C(C)=O)nc1C,CC(=O)C1=C(C)N=C(NC(=O)C2=CC=C(O2)C2=CC=C(C=C2)C(C)=O)S1
57255579,5.88819999999999,4.97278,NS(=O)(=O)c1ccc(CCNC(=O)C2CN(Cc3ccccc3Cl)C(=O)C2)cc1,NS(=O)(=O)C1=CC=C(CCNC(=O)C2CN(CC3=CC=CC=C3Cl)C(=O)C2)C=C1
57255578,5.6904,-0.0855199999999989,OCCN1CCN(CC1)c1nc2ccccc2nc1NS(=O)(=O)c1cc(F)ccc1F,OCCN1CCN(CC1)C1=NC2=CC=CC=C2N=C1NS(=O)(=O)C1=C(F)C=CC(F)=C1
57255574,2.124,-7.69252,CCCc1cc(=O)[nH]c(SCC(=O)Nc2cc(ccc2C)S(=O)(=O)N2CCCCC2)n1,CCCC1=CC(=O)NC(SCC(=O)NC2=C(C)C=CC(=C2)S(=O)(=O)N2CCCCC2)=N1
57255573,3.5993,-10.05712,OC1CCC(CC1)NC(=O)c1cc(nc2ccccc12)-c1ccc(Cl)cc1,OC1CCC(CC1)NC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=C(Cl)C=C1
57255572,-4.72780000000001,-7.97582,NC(=O)c1ccsc1NC(=O)COC(=O)c1ccc(o1)[N+]([O-])=O,NC(=O)C1=C(NC(=O)COC(=O)C2=CC=C(O2)[N+]([O-])=O)SC=C1
57255570,1.60019999999999,-7.29742,CCc1nnc(NC(=O)c2cccc(c2)S(=O)(=O)N2CCN(CC2)C(C)=O)s1,CCC1=NN=C(NC(=O)C2=CC(=CC=C2)S(=O)(=O)N2CCN(CC2)C(C)=O)S1
57255569,11.4451,4.93748,NC(=O)c1ccsc1NC(=O)COC(=O)COc1ccccc1[N+]([O-])=O,NC(=O)C1=C(NC(=O)COC(=O)COC2=CC=CC=C2[N+]([O-])=O)SC=C1
57255568,1.5418,-16.76592,COc1ccc(CC(=O)Nc2ccc(F)c(F)c2F)cc1S(=O)(=O)N1CCOCC1,COC1=C(C=C(CC(=O)NC2=C(F)C(F)=C(F)C=C2)C=C1)S(=O)(=O)N1CCOCC1
57255567,0.964699999999994,-13.68922,Cn1c(SCC(=O)NC(=O)NCc2ccccc2)nnc1C(F)(F)F,CN1C(SCC(=O)NC(=O)NCC2=CC=CC=C2)=NN=C1C(F)(F)F
57255566,1.60439999999999,-17.56282,CCCn1nc(C(=O)Nc2ccc(cc2)N2CCOCC2)c2ccccc2c1=O,CCCN1N=C(C(=O)NC2=CC=C(C=C2)N2CCOCC2)C2=CC=CC=C2C1=O
57255565,9.6121,-2.16981999999999,CC1CCC(CC1)NC(=O)c1c(C)onc1-c1ccccc1,CC1CCC(CC1)NC(=O)C1=C(C)ON=C1C1=CC=CC=C1
57255564,4.48959999999999,-10.61672,Cc1noc(C)c1C(=O)Nc1cccc(c1)S(=O)(=O)N1CCCCC1,CC1=C(C(=O)NC2=CC(=CC=C2)S(=O)(=O)N2CCCCC2)C(C)=NO1
57255563,-4.10170000000001,-7.84752,CC(C)(C)N(Cc1ccccc1)C(=O)COC(=O)\C=C\c1ccc2OCOc2c1,CC(C)(C)N(CC1=CC=CC=C1)C(=O)COC(=O)\C=C\C1=CC2=C(OCO2)C=C1
57255562,4.81499999999999,-11.78192,COc1ccc(CCC(=O)Nc2ccc(cc2)S(=O)(=O)N2CCCC2)cc1OC,COC1=C(OC)C=C(CCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N2CCCC2)C=C1
57255561,10.8608,-3.80262,Fc1ccccc1C(=O)NCC(=O)OCC(=O)Nc1ncc(Cl)cc1Cl,FC1=CC=CC=C1C(=O)NCC(=O)OCC(=O)NC1=C(Cl)C=C(Cl)C=N1
57255560,-2.19740000000001,-3.43142,CC(N1C(=O)c2ccccc2C1=O)C(=O)OCC(=O)N1CCC(C)CC1,CC(N1C(=O)C2=CC=CC=C2C1=O)C(=O)OCC(=O)N1CCC(C)CC1
57255559,4.80269999999999,-18.19072,CC1CCCC(C)N1C(=O)COC(=O)C12CC3CC(CC(Cl)(C3)C1)C2,CC1CCCC(C)N1C(=O)COC(=O)C12CC3CC(CC(Cl)(C3)C1)C2
57255558,12.7082,17.67598,O=C(COC(=O)c1cnccn1)Nc1ccccc1-c1ccccc1,O=C(COC(=O)C1=NC=CN=C1)NC1=CC=CC=C1C1=CC=CC=C1
57255557,9.52839999999999,8.46008,[O-][N+](=O)c1ccccc1NC(=O)COC(=O)C(=C/c1ccccc1)\C#N,[O-][N+](=O)C1=CC=CC=C1NC(=O)COC(=O)C(=C/C1=CC=CC=C1)\C#N
57255555,3.8753,-15.41402,CCN(C1CCCCC1)C(=O)COC(=O)c1cccnc1SC,CCN(C1CCCCC1)C(=O)COC(=O)C1=C(SC)N=CC=C1
57255554,12.5845,-7.80002,COc1ccc(OC)c(NC(=O)COC(=O)c2n[nH]c3ccccc23)c1,COC1=CC(NC(=O)COC(=O)C2=NNC3=CC=CC=C23)=C(OC)C=C1
57255553,12.1342,-3.34182,Clc1ccc(CNC(=O)COC(=O)c2cc(=O)[nH]c3ccccc23)cc1,ClC1=CC=C(CNC(=O)COC(=O)C2=CC(=O)NC3=CC=CC=C23)C=C1
57255552,4.4718,-7.98362,COC(=O)c1cc(cc(c1)[N+]([O-])=O)C(=O)NNC(=O)c1ccc2OCOc2c1,COC(=O)C1=CC(=CC(=C1)C(=O)NNC(=O)C1=CC2=C(OCO2)C=C1)[N+]([O-])=O
57255550,3.77889999999999,0.566280000000003,Clc1ccc(s1)C(=O)COC(=O)CNC(=O)c1ccccc1,ClC1=CC=C(S1)C(=O)COC(=O)CNC(=O)C1=CC=CC=C1
57255547,7.77999999999999,-10.64132,COc1cc(\C=C\C(=O)OCC(=O)NCC2CCCCC2)ccc1O,COC1=C(O)C=CC(\C=C\C(=O)OCC(=O)NCC2CCCCC2)=C1
57255546,11.4771,4.83228,CCN(CC)S(=O)(=O)c1ccc(Cl)c(NC(=S)NC(=O)C2CCCC2)c1,CCN(CC)S(=O)(=O)C1=CC(NC(=S)NC(=O)C2CCCC2)=C(Cl)C=C1
57255545,2.55779999999999,4.14958,COc1ccc(OCC(=O)OCC(=O)N2C(C)CCCC2C)cc1,COC1=CC=C(OCC(=O)OCC(=O)N2C(C)CCCC2C)C=C1
57255544,10.0401,-0.290319999999998,COc1ccccc1Nc1nnc(SCC(=O)NC2CCCC2)s1,COC1=CC=CC=C1NC1=NN=C(SCC(=O)NC2CCCC2)S1
57255543,8.2682,-6.80732,CCC1CCCCN1C(=S)NC(=O)c1cc(Br)ccc1Cl,CCC1CCCCN1C(=S)NC(=O)C1=C(Cl)C=CC(Br)=C1
57255541,0.368899999999996,4.08788,CC1CCCCN1C(=S)NC(=O)c1cc(Br)ccc1Cl,CC1CCCCN1C(=S)NC(=O)C1=C(Cl)C=CC(Br)=C1
57255540,1.3768,-16.47792,CN(C(=S)NC(=O)C1CC1)c1ccc(O)cc1,CN(C(=S)NC(=O)C1CC1)C1=CC=C(O)C=C1
57255539,-2.6888,-19.70442,COc1ccc(CC(=O)OCC(=O)Nc2ccc(OC(F)F)cc2)cc1OC,COC1=C(OC)C=C(CC(=O)OCC(=O)NC2=CC=C(OC(F)F)C=C2)C=C1
57255538,8.71589999999999,-0.576219999999999,Cc1ccc(NC(=O)CN2C(=O)NC(Cc3c[nH]c4ccccc34)C2=O)cc1,CC1=CC=C(NC(=O)CN2C(=O)NC(CC3=CNC4=CC=CC=C34)C2=O)C=C1
57255537,2.26479999999999,2.27538,Clc1ccccc1OCC(=O)Nc1cccc(c1)S(=O)(=O)N1CCCC1,ClC1=CC=CC=C1OCC(=O)NC1=CC(=CC=C1)S(=O)(=O)N1CCCC1
57255536,11.6408,12.29528,CCC1CCCCN1C(=O)COC(=O)c1ccc(Br)o1,CCC1CCCCN1C(=O)COC(=O)C1=CC=C(Br)O1
57255535,5.1409,11.41178,Cc1ccc(cc1C)S(=O)(=O)NCCC(=O)NCc1ccc(Cl)cc1,CC1=C(C)C=C(C=C1)S(=O)(=O)NCCC(=O)NCC1=CC=C(Cl)C=C1
57255534,6.8154,-7.39642,Brc1cncc(c1)C(=O)OCC(=O)Nc1ccc(cc1)N1CCCCC1,BrC1=CN=CC(=C1)C(=O)OCC(=O)NC1=CC=C(C=C1)N1CCCCC1
57255533,-3.03710000000001,-10.49352,CN(C1CCS(=O)(=O)C1)C(=O)CSc1nc2ccccc2o1,CN(C1CCS(=O)(=O)C1)C(=O)CSC1=NC2=CC=CC=C2O1
57255531,-0.237500000000004,-5.41672,Clc1ccccc1C(=O)NCCC(=O)NCc1ccco1,ClC1=CC=CC=C1C(=O)NCCC(=O)NCC1=CC=CO1
